OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice,Year,Month,Calculated_Total,Mismatch
ORD200358,2024-04-07,C70633,Tablet,2,183.67,747 Main St,online,Cancelled,TRK82540521,3,SAVE10,Google,367.34,2024,4,367.34,False
ORD200359,2023-06-09,C95643,Desk,4,606.57,303 Main St,debit card,Delivered,TRK23286689,5,WINTER15,Referral,2426.28,2023,6,2426.28,False
ORD200360,2024-06-06,C53810,Phone,4,589.57,779 Main St,cash,Pending,TRK34630612,8,no_coupon,Instagram,2358.28,2024,6,2358.28,False
ORD200361,2024-06-29,C53464,Printer,5,659.85,197 Main St,credit card,Delivered,TRK32743531,9,SAVE10,Facebook,3299.25,2024,6,3299.25,False
ORD200362,2023-06-27,C53697,Monitor,4,206.84,312 Main St,cash,Cancelled,TRK60476656,5,WINTER15,Instagram,827.36,2023,6,827.36,False
ORD200363,2024-05-24,C31668,Laptop,5,113.87,871 Main St,credit card,Pending,TRK42584392,6,SAVE10,Email,569.35,2024,5,569.35,False
ORD200364,2023-11-24,C85282,Phone,5,628.74,740 Main St,cash,Cancelled,TRK86767206,9,FREESHIP,Facebook,3143.7,2023,11,3143.7,False
ORD200365,2025-02-14,C56796,Phone,1,678.38,607 Main St,credit card,Cancelled,TRK74263180,4,SAVE10,Referral,678.38,2025,2,678.38,False
ORD200366,2023-02-10,C95213,Printer,3,602.24,603 Main St,debit card,Pending,TRK40630538,8,no_coupon,Referral,1806.72,2023,2,1806.72,False
ORD200367,2024-04-25,C13108,Laptop,5,658.77,712 Main St,gift card,Pending,TRK82284400,10,FREESHIP,Instagram,3293.85,2024,4,3293.85,False
ORD200368,2023-05-01,C85322,Monitor,3,271.02,403 Main St,credit card,Cancelled,TRK89728869,6,no_coupon,Google,813.06,2023,5,813.06,False
ORD200369,2024-12-22,C43545,Monitor,5,375.25,216 Main St,gift card,Pending,TRK73937402,9,SAVE10,Email,1876.25,2024,12,1876.25,False
ORD200370,2025-05-03,C80649,Phone,1,312.11,870 Main St,online,Cancelled,TRK41143313,4,WINTER15,Facebook,312.11,2025,5,312.11,False
ORD200371,2023-01-05,C59752,Phone,5,307.76,179 Main St,gift card,Pending,TRK82229639,9,FREESHIP,Google,1538.8,2023,1,1538.8,False
ORD200372,2025-02-14,C53645,Chair,3,483.53,166 Main St,cash,Returned,TRK12123939,4,no_coupon,Referral,1450.59,2025,2,1450.59,False
ORD200373,2023-01-02,C60178,Laptop,3,341.15,969 Main St,cash,Pending,TRK84505143,4,FREESHIP,Instagram,1023.45,2023,1,1023.4499999999999,True
ORD200374,2024-09-16,C20286,Monitor,1,571.9,129 Main St,gift card,Pending,TRK67648338,1,WINTER15,Instagram,571.9,2024,9,571.9,False
ORD200375,2025-01-16,C87547,Monitor,4,95.03,400 Main St,online,Shipped,TRK71027262,8,FREESHIP,Facebook,380.12,2025,1,380.12,False
ORD200376,2023-08-24,C64549,Monitor,5,201.22,341 Main St,debit card,Pending,TRK20788231,6,FREESHIP,Facebook,1006.1,2023,8,1006.1,False
ORD200377,2024-07-22,C24884,Monitor,1,260.26,625 Main St,online,Pending,TRK44538419,5,WINTER15,Instagram,260.26,2024,7,260.26,False
ORD200378,2024-02-01,C62666,Chair,5,64.5,148 Main St,credit card,Pending,TRK91029390,8,WINTER15,Instagram,322.5,2024,2,322.5,False
ORD200379,2024-09-21,C47284,Phone,3,297.67,500 Main St,online,Shipped,TRK85756094,6,no_coupon,Google,893.01,2024,9,893.01,False
ORD200380,2024-04-20,C35355,Printer,4,331.9,127 Main St,cash,Pending,TRK52935059,5,SAVE10,Instagram,1327.6,2024,4,1327.6,False
ORD200381,2023-06-07,C29467,Chair,1,191.76,223 Main St,credit card,Returned,TRK98103385,1,FREESHIP,Instagram,191.76,2023,6,191.76,False
ORD200382,2025-01-30,C26718,Printer,4,263.09,272 Main St,debit card,Shipped,TRK91702525,8,SAVE10,Google,1052.36,2025,1,1052.36,False
ORD200383,2023-01-20,C18944,Chair,4,393.8,837 Main St,credit card,Pending,TRK45275439,7,SAVE10,Email,1575.2,2023,1,1575.2,False
ORD200384,2024-11-24,C35628,Chair,3,553.57,147 Main St,credit card,Returned,TRK45688220,4,FREESHIP,Facebook,1660.71,2024,11,1660.71,False
ORD200385,2023-10-31,C56851,Chair,5,191.63,752 Main St,gift card,Delivered,TRK65290904,6,FREESHIP,Facebook,958.15,2023,10,958.15,False
ORD200386,2023-04-28,C12421,Tablet,1,93.02,373 Main St,online,Returned,TRK32588504,4,no_coupon,Email,93.02,2023,4,93.02,False
ORD200387,2024-06-27,C25316,Printer,2,39.53,904 Main St,credit card,Shipped,TRK55423551,3,WINTER15,Google,79.06,2024,6,79.06,False
ORD200388,2023-12-28,C22657,Printer,3,633.97,152 Main St,cash,Pending,TRK49157047,7,WINTER15,Facebook,1901.91,2023,12,1901.91,False
ORD200389,2023-12-17,C29703,Desk,4,697.5,558 Main St,cash,Shipped,TRK40543461,7,FREESHIP,Referral,2790.0,2023,12,2790.0,False
ORD200390,2023-07-14,C55996,Printer,5,508.69,885 Main St,cash,Delivered,TRK30547638,10,FREESHIP,Google,2543.45,2023,7,2543.45,False
ORD200391,2025-01-16,C60037,Laptop,2,527.46,516 Main St,debit card,Cancelled,TRK82009557,3,FREESHIP,Referral,1054.92,2025,1,1054.92,False
ORD200392,2024-02-28,C95100,Phone,1,627.2,197 Main St,online,Delivered,TRK47366265,1,WINTER15,Email,627.2,2024,2,627.2,False
ORD200393,2024-07-14,C39906,Printer,1,75.01,921 Main St,credit card,Returned,TRK24632134,3,no_coupon,Google,75.01,2024,7,75.01,False
ORD200394,2023-07-05,C70148,Desk,5,529.55,359 Main St,gift card,Shipped,TRK34848650,10,no_coupon,Facebook,2647.75,2023,7,2647.75,False
ORD200395,2025-04-25,C30010,Phone,3,127.41,830 Main St,gift card,Delivered,TRK35386084,7,SAVE10,Referral,382.23,2025,4,382.23,False
ORD200396,2023-12-01,C99217,Tablet,5,287.13,778 Main St,online,Shipped,TRK82004594,10,SAVE10,Email,1435.65,2023,12,1435.65,False
ORD200397,2023-09-28,C30184,Monitor,1,427.06,987 Main St,online,Cancelled,TRK86674704,1,WINTER15,Referral,427.06,2023,9,427.06,False
ORD200398,2024-09-04,C50275,Phone,5,53.93,729 Main St,gift card,Shipped,TRK98925264,7,SAVE10,Instagram,269.65,2024,9,269.65,False
ORD200399,2024-01-07,C64641,Tablet,5,423.93,319 Main St,debit card,Returned,TRK32012588,5,FREESHIP,Facebook,2119.65,2024,1,2119.65,False
ORD200400,2024-09-28,C56266,Desk,4,160.22,304 Main St,debit card,Returned,TRK60088901,9,WINTER15,Instagram,640.88,2024,9,640.88,False
ORD200401,2025-04-09,C98635,Printer,1,538.68,197 Main St,debit card,Returned,TRK14225465,6,no_coupon,Referral,538.68,2025,4,538.68,False
ORD200402,2023-04-09,C83026,Printer,5,337.38,858 Main St,gift card,Shipped,TRK79746259,5,no_coupon,Referral,1686.9,2023,4,1686.9,False
ORD200403,2024-11-10,C28893,Tablet,1,620.21,740 Main St,online,Returned,TRK98333066,1,FREESHIP,Referral,620.21,2024,11,620.21,False
ORD200404,2023-03-09,C45482,Monitor,2,99.1,440 Main St,cash,Delivered,TRK54571699,6,no_coupon,Instagram,198.2,2023,3,198.2,False
ORD200405,2025-01-26,C97774,Monitor,4,451.97,603 Main St,online,Cancelled,TRK64664424,7,WINTER15,Email,1807.88,2025,1,1807.88,False
ORD200406,2023-12-10,C11657,Tablet,4,66.1,572 Main St,cash,Returned,TRK50284486,9,WINTER15,Google,264.4,2023,12,264.4,False
ORD200407,2023-08-13,C85993,Tablet,4,547.32,250 Main St,cash,Returned,TRK72547640,8,FREESHIP,Instagram,2189.28,2023,8,2189.28,False
ORD200408,2025-01-01,C11906,Printer,3,412.53,536 Main St,online,Pending,TRK31140158,6,WINTER15,Google,1237.59,2025,1,1237.59,False
ORD200409,2023-06-28,C45187,Desk,5,84.13,767 Main St,online,Delivered,TRK12320793,9,SAVE10,Google,420.65,2023,6,420.65,False
ORD200410,2024-01-18,C37375,Tablet,2,518.23,184 Main St,debit card,Shipped,TRK52470162,5,no_coupon,Email,1036.46,2024,1,1036.46,False
ORD200411,2024-06-19,C66567,Desk,2,39.51,981 Main St,online,Shipped,TRK21174822,5,no_coupon,Facebook,79.02,2024,6,79.02,False
ORD200412,2025-04-11,C42451,Tablet,5,133.01,246 Main St,credit card,Returned,TRK31313343,10,no_coupon,Facebook,665.05,2025,4,665.05,False
ORD200413,2023-10-08,C13923,Tablet,1,118.8,123 Main St,online,Delivered,TRK87598790,6,SAVE10,Email,118.8,2023,10,118.8,False
ORD200414,2025-05-04,C11829,Desk,2,139.57,797 Main St,cash,Delivered,TRK84229257,4,WINTER15,Facebook,279.14,2025,5,279.14,False
ORD200415,2025-04-06,C62169,Chair,1,184.15,655 Main St,gift card,Shipped,TRK64558985,5,FREESHIP,Facebook,184.15,2025,4,184.15,False
ORD200416,2023-07-18,C20881,Laptop,2,644.05,652 Main St,gift card,Cancelled,TRK26263902,5,WINTER15,Referral,1288.1,2023,7,1288.1,False
ORD200417,2023-10-24,C44492,Laptop,5,55.41,954 Main St,online,Cancelled,TRK51429869,5,no_coupon,Google,277.05,2023,10,277.04999999999995,True
ORD200418,2023-01-11,C74169,Printer,1,310.93,862 Main St,online,Cancelled,TRK66144809,3,no_coupon,Facebook,310.93,2023,1,310.93,False
ORD200419,2024-04-17,C70999,Tablet,2,216.66,885 Main St,debit card,Pending,TRK75644156,6,FREESHIP,Instagram,433.32,2024,4,433.32,False
ORD200420,2024-11-29,C11921,Phone,1,452.7,439 Main St,debit card,Shipped,TRK91362635,5,FREESHIP,Instagram,452.7,2024,11,452.7,False
ORD200421,2023-10-15,C50683,Chair,2,288.21,769 Main St,debit card,Cancelled,TRK53032122,5,no_coupon,Email,576.42,2023,10,576.42,False
ORD200422,2023-06-05,C76140,Phone,4,206.6,914 Main St,gift card,Returned,TRK25861469,6,WINTER15,Referral,826.4,2023,6,826.4,False
ORD200423,2024-07-20,C94311,Printer,4,685.2,195 Main St,gift card,Cancelled,TRK97308771,6,WINTER15,Google,2740.8,2024,7,2740.8,False
ORD200424,2023-04-12,C49491,Chair,5,22.94,339 Main St,cash,Pending,TRK64012257,10,no_coupon,Email,114.7,2023,4,114.7,False
ORD200425,2023-03-09,C40648,Laptop,2,301.88,488 Main St,gift card,Returned,TRK25325993,5,WINTER15,Email,603.76,2023,3,603.76,False
ORD200426,2025-03-16,C40967,Monitor,5,57.45,315 Main St,cash,Cancelled,TRK24839296,10,no_coupon,Facebook,287.25,2025,3,287.25,False
ORD200427,2024-12-18,C25406,Desk,1,161.24,379 Main St,credit card,Pending,TRK70952564,3,WINTER15,Instagram,161.24,2024,12,161.24,False
ORD200428,2024-11-26,C77085,Chair,4,262.58,895 Main St,online,Cancelled,TRK57227640,8,WINTER15,Email,1050.32,2024,11,1050.32,False
ORD200429,2024-12-19,C38126,Printer,4,515.19,522 Main St,credit card,Pending,TRK90838498,9,SAVE10,Facebook,2060.76,2024,12,2060.76,False
ORD200430,2023-06-07,C87448,Phone,1,450.07,433 Main St,gift card,Shipped,TRK44134016,6,FREESHIP,Google,450.07,2023,6,450.07,False
ORD200431,2024-10-06,C62312,Printer,1,52.54,651 Main St,debit card,Cancelled,TRK59623037,6,WINTER15,Facebook,52.54,2024,10,52.54,False
ORD200432,2023-09-04,C58443,Tablet,2,424.32,662 Main St,credit card,Returned,TRK77163738,6,no_coupon,Referral,848.64,2023,9,848.64,False
ORD200433,2023-08-26,C36613,Monitor,3,631.64,785 Main St,credit card,Returned,TRK13282106,3,FREESHIP,Facebook,1894.92,2023,8,1894.92,False
ORD200434,2023-10-22,C73893,Printer,5,327.68,384 Main St,credit card,Returned,TRK85939879,6,no_coupon,Facebook,1638.4,2023,10,1638.4,False
ORD200435,2023-05-27,C48601,Printer,1,414.47,101 Main St,debit card,Returned,TRK97868309,3,FREESHIP,Instagram,414.47,2023,5,414.47,False
ORD200436,2023-02-11,C14568,Laptop,4,221.33,651 Main St,online,Pending,TRK73545796,5,no_coupon,Google,885.32,2023,2,885.32,False
ORD200437,2024-04-18,C63378,Phone,1,512.39,955 Main St,online,Delivered,TRK20863705,2,FREESHIP,Instagram,512.39,2024,4,512.39,False
ORD200438,2025-01-03,C77800,Tablet,3,459.34,436 Main St,gift card,Pending,TRK27439574,3,SAVE10,Instagram,1378.02,2025,1,1378.02,False
ORD200439,2024-09-08,C91155,Tablet,1,146.32,321 Main St,online,Shipped,TRK36260319,4,WINTER15,Facebook,146.32,2024,9,146.32,False
ORD200440,2024-11-05,C60215,Desk,4,83.6,978 Main St,debit card,Pending,TRK31727767,4,SAVE10,Facebook,334.4,2024,11,334.4,False
ORD200441,2023-12-13,C52915,Printer,2,328.54,475 Main St,gift card,Returned,TRK79466982,6,FREESHIP,Email,657.08,2023,12,657.08,False
ORD200442,2024-05-06,C72588,Chair,5,314.94,661 Main St,cash,Pending,TRK43410829,8,SAVE10,Instagram,1574.7,2024,5,1574.7,False
ORD200443,2024-05-14,C61668,Chair,2,69.64,813 Main St,cash,Returned,TRK58970302,6,no_coupon,Facebook,139.28,2024,5,139.28,False
ORD200444,2024-06-08,C79508,Printer,1,135.17,585 Main St,online,Shipped,TRK61882353,6,FREESHIP,Instagram,135.17,2024,6,135.17,False
ORD200445,2024-03-23,C94569,Phone,1,487.21,227 Main St,cash,Delivered,TRK31351770,3,SAVE10,Referral,487.21,2024,3,487.21,False
ORD200446,2023-10-18,C89592,Laptop,5,509.58,262 Main St,online,Delivered,TRK49442402,6,FREESHIP,Instagram,2547.9,2023,10,2547.9,False
ORD200447,2024-04-07,C48207,Printer,2,416.81,356 Main St,cash,Returned,TRK45355655,2,no_coupon,Facebook,833.62,2024,4,833.62,False
ORD200448,2023-09-04,C16776,Laptop,2,160.0,854 Main St,cash,Pending,TRK12860600,4,SAVE10,Instagram,320.0,2023,9,320.0,False
ORD200449,2024-08-26,C91518,Tablet,3,253.05,286 Main St,online,Pending,TRK48688724,3,no_coupon,Instagram,759.15,2024,8,759.1500000000001,True
ORD200450,2024-01-15,C36408,Monitor,5,615.1,160 Main St,gift card,Returned,TRK94023253,10,WINTER15,Instagram,3075.5,2024,1,3075.5,False
ORD200451,2023-04-01,C14837,Monitor,1,183.18,647 Main St,debit card,Cancelled,TRK17501136,6,SAVE10,Email,183.18,2023,4,183.18,False
ORD200452,2023-07-23,C36467,Printer,1,75.78,581 Main St,cash,Pending,TRK20863987,5,SAVE10,Google,75.78,2023,7,75.78,False
ORD200453,2025-05-02,C15017,Tablet,1,675.57,492 Main St,cash,Shipped,TRK51241924,1,WINTER15,Facebook,675.57,2025,5,675.57,False
ORD200454,2024-11-27,C54759,Laptop,1,109.29,686 Main St,debit card,Cancelled,TRK75583042,5,FREESHIP,Google,109.29,2024,11,109.29,False
ORD200455,2024-03-26,C58341,Phone,1,639.83,874 Main St,debit card,Pending,TRK32856728,2,SAVE10,Referral,639.83,2024,3,639.83,False
ORD200456,2023-06-26,C94479,Desk,5,62.81,259 Main St,credit card,Shipped,TRK69089975,9,SAVE10,Facebook,314.05,2023,6,314.05,False
ORD200457,2025-05-25,C50236,Desk,4,615.83,545 Main St,online,Returned,TRK67692578,4,WINTER15,Instagram,2463.32,2025,5,2463.32,False
ORD200458,2024-07-02,C31412,Monitor,4,510.58,196 Main St,credit card,Returned,TRK61946127,7,WINTER15,Email,2042.32,2024,7,2042.32,False
ORD200459,2024-07-24,C90142,Desk,1,334.39,433 Main St,credit card,Returned,TRK39717191,2,no_coupon,Instagram,334.39,2024,7,334.39,False
ORD200460,2024-10-06,C83548,Laptop,1,144.25,474 Main St,cash,Returned,TRK93822942,2,WINTER15,Referral,144.25,2024,10,144.25,False
ORD200461,2024-06-08,C29697,Tablet,1,401.82,407 Main St,credit card,Shipped,TRK47776482,5,FREESHIP,Google,401.82,2024,6,401.82,False
ORD200462,2025-03-31,C22991,Phone,1,252.68,731 Main St,online,Cancelled,TRK32796086,1,no_coupon,Referral,252.68,2025,3,252.68,False
ORD200463,2023-05-26,C25276,Laptop,5,662.78,214 Main St,debit card,Shipped,TRK14011732,9,SAVE10,Instagram,3313.9,2023,5,3313.8999999999996,True
ORD200464,2023-03-14,C39176,Tablet,4,434.42,739 Main St,online,Cancelled,TRK71418686,6,FREESHIP,Google,1737.68,2023,3,1737.68,False
ORD200465,2024-02-26,C58773,Printer,5,513.49,391 Main St,gift card,Cancelled,TRK65438300,8,no_coupon,Google,2567.45,2024,2,2567.45,False
ORD200466,2023-07-18,C37412,Phone,1,432.47,895 Main St,cash,Delivered,TRK97829604,4,FREESHIP,Referral,432.47,2023,7,432.47,False
ORD200467,2024-08-30,C36492,Desk,1,45.94,572 Main St,cash,Cancelled,TRK44350440,2,WINTER15,Email,45.94,2024,8,45.94,False
ORD200468,2025-06-21,C90110,Phone,1,418.36,998 Main St,credit card,Delivered,TRK60203957,5,FREESHIP,Email,418.36,2025,6,418.36,False
ORD200469,2023-11-26,C13877,Chair,5,676.98,893 Main St,cash,Cancelled,TRK17254691,5,no_coupon,Facebook,3384.9,2023,11,3384.9,False
ORD200470,2023-09-29,C25149,Tablet,4,263.62,672 Main St,cash,Shipped,TRK33538608,5,SAVE10,Email,1054.48,2023,9,1054.48,False
ORD200471,2025-04-19,C52717,Desk,5,551.27,395 Main St,online,Cancelled,TRK27625571,7,FREESHIP,Referral,2756.35,2025,4,2756.35,False
ORD200472,2023-01-06,C60029,Chair,3,508.12,796 Main St,credit card,Cancelled,TRK86461316,8,FREESHIP,Referral,1524.36,2023,1,1524.3600000000001,True
ORD200473,2025-02-25,C28552,Chair,2,14.93,449 Main St,online,Shipped,TRK71597160,4,no_coupon,Facebook,29.86,2025,2,29.86,False
ORD200474,2023-11-15,C72293,Printer,3,229.34,398 Main St,credit card,Shipped,TRK84378003,6,SAVE10,Referral,688.02,2023,11,688.02,False
ORD200475,2025-04-19,C29844,Tablet,2,438.62,363 Main St,cash,Cancelled,TRK91642337,3,SAVE10,Facebook,877.24,2025,4,877.24,False
ORD200476,2024-01-15,C77872,Phone,2,513.59,867 Main St,online,Returned,TRK19292184,4,FREESHIP,Referral,1027.18,2024,1,1027.18,False
ORD200477,2025-03-05,C56564,Phone,2,253.74,481 Main St,online,Shipped,TRK13166044,5,SAVE10,Google,507.48,2025,3,507.48,False
ORD200478,2024-11-01,C16758,Tablet,3,62.77,914 Main St,gift card,Shipped,TRK88544431,6,FREESHIP,Referral,188.31,2024,11,188.31,False
ORD200479,2023-02-18,C87011,Monitor,4,25.29,943 Main St,credit card,Pending,TRK21429162,8,no_coupon,Google,101.16,2023,2,101.16,False
ORD200480,2023-06-16,C21147,Chair,1,335.1,126 Main St,debit card,Pending,TRK93171043,6,FREESHIP,Referral,335.1,2023,6,335.1,False
ORD200481,2023-04-23,C94568,Laptop,4,484.85,317 Main St,debit card,Delivered,TRK58653915,5,WINTER15,Referral,1939.4,2023,4,1939.4,False
ORD200482,2025-03-02,C35852,Monitor,3,381.41,989 Main St,online,Pending,TRK22302049,6,no_coupon,Instagram,1144.23,2025,3,1144.23,False
ORD200483,2023-01-18,C66462,Phone,5,347.92,982 Main St,cash,Pending,TRK52743700,6,WINTER15,Google,1739.6,2023,1,1739.6000000000001,True
ORD200484,2024-05-29,C29092,Chair,4,15.01,767 Main St,cash,Cancelled,TRK90455340,6,no_coupon,Facebook,60.04,2024,5,60.04,False
ORD200485,2023-08-01,C46651,Chair,3,404.79,764 Main St,cash,Shipped,TRK67679195,6,SAVE10,Instagram,1214.37,2023,8,1214.3700000000001,True
ORD200486,2023-02-03,C88981,Printer,4,611.26,558 Main St,cash,Shipped,TRK75267873,5,SAVE10,Referral,2445.04,2023,2,2445.04,False
ORD200487,2023-03-09,C40136,Printer,3,346.52,211 Main St,credit card,Pending,TRK92924852,3,SAVE10,Google,1039.56,2023,3,1039.56,False
ORD200488,2024-12-05,C81573,Chair,1,36.65,556 Main St,online,Cancelled,TRK96522994,1,WINTER15,Email,36.65,2024,12,36.65,False
ORD200489,2023-09-05,C11940,Tablet,3,149.34,589 Main St,gift card,Cancelled,TRK85466461,7,WINTER15,Email,448.02,2023,9,448.02,False
ORD200490,2024-07-22,C50097,Chair,5,467.81,539 Main St,online,Cancelled,TRK62785150,10,no_coupon,Facebook,2339.05,2024,7,2339.05,False
ORD200491,2023-01-05,C98168,Phone,5,420.7,481 Main St,cash,Pending,TRK56423359,5,WINTER15,Facebook,2103.5,2023,1,2103.5,False
ORD200492,2023-10-25,C39074,Laptop,5,606.52,103 Main St,debit card,Shipped,TRK13027036,6,SAVE10,Instagram,3032.6,2023,10,3032.6,False
ORD200493,2025-01-28,C84908,Phone,1,420.26,372 Main St,credit card,Pending,TRK64135970,4,FREESHIP,Facebook,420.26,2025,1,420.26,False
ORD200494,2023-07-19,C64516,Laptop,3,505.79,459 Main St,debit card,Pending,TRK63920573,3,FREESHIP,Referral,1517.37,2023,7,1517.3700000000001,True
ORD200495,2025-06-05,C63827,Phone,4,493.73,947 Main St,debit card,Pending,TRK35730581,6,SAVE10,Facebook,1974.92,2025,6,1974.92,False
ORD200496,2025-03-14,C93618,Printer,3,201.21,249 Main St,online,Cancelled,TRK66129326,3,SAVE10,Google,603.63,2025,3,603.63,False
ORD200497,2024-10-24,C93948,Printer,3,112.29,454 Main St,gift card,Shipped,TRK77358113,6,no_coupon,Google,336.87,2024,10,336.87,False
ORD200498,2023-07-12,C73961,Tablet,4,132.56,306 Main St,cash,Returned,TRK32607173,8,WINTER15,Instagram,530.24,2023,7,530.24,False
ORD200499,2023-04-06,C18138,Printer,3,539.46,520 Main St,credit card,Shipped,TRK20289483,4,SAVE10,Facebook,1618.38,2023,4,1618.38,False
ORD200500,2024-04-07,C79475,Laptop,5,508.59,169 Main St,cash,Returned,TRK42168516,8,WINTER15,Facebook,2542.95,2024,4,2542.95,False
ORD200501,2024-02-04,C88546,Desk,4,203.46,226 Main St,credit card,Pending,TRK19867754,7,SAVE10,Referral,813.84,2024,2,813.84,False
ORD200502,2023-05-20,C69332,Monitor,3,565.25,745 Main St,debit card,Returned,TRK65718848,7,SAVE10,Email,1695.75,2023,5,1695.75,False
ORD200503,2023-08-31,C64554,Tablet,3,136.84,498 Main St,online,Pending,TRK95384568,4,FREESHIP,Facebook,410.52,2023,8,410.52,False
ORD200504,2025-06-11,C11676,Monitor,2,464.5,805 Main St,online,Cancelled,TRK35726395,2,WINTER15,Instagram,929.0,2025,6,929.0,False
ORD200505,2023-06-11,C36014,Printer,2,434.97,558 Main St,online,Shipped,TRK97246526,7,no_coupon,Email,869.94,2023,6,869.94,False
ORD200506,2023-07-25,C23279,Monitor,2,43.67,696 Main St,cash,Returned,TRK58039693,4,WINTER15,Instagram,87.34,2023,7,87.34,False
ORD200507,2023-07-05,C86481,Phone,1,171.59,546 Main St,credit card,Pending,TRK87513944,5,WINTER15,Email,171.59,2023,7,171.59,False
ORD200508,2025-05-14,C39550,Phone,1,558.27,976 Main St,online,Delivered,TRK24120267,1,no_coupon,Referral,558.27,2025,5,558.27,False
ORD200509,2023-02-15,C68937,Laptop,2,425.03,560 Main St,cash,Returned,TRK31908657,2,WINTER15,Google,850.06,2023,2,850.06,False
ORD200510,2024-12-16,C72533,Printer,1,376.76,389 Main St,debit card,Delivered,TRK51288986,5,SAVE10,Email,376.76,2024,12,376.76,False
ORD200511,2024-03-15,C11415,Monitor,5,575.24,267 Main St,cash,Delivered,TRK65061457,7,WINTER15,Email,2876.2,2024,3,2876.2,False
ORD200512,2024-09-27,C14114,Desk,3,568.02,856 Main St,online,Pending,TRK63290700,3,FREESHIP,Instagram,1704.06,2024,9,1704.06,False
ORD200513,2025-02-09,C64128,Tablet,3,94.88,533 Main St,gift card,Shipped,TRK37053575,8,no_coupon,Referral,284.64,2025,2,284.64,False
ORD200514,2023-04-16,C15629,Printer,3,304.15,492 Main St,gift card,Shipped,TRK64926044,3,WINTER15,Instagram,912.45,2023,4,912.4499999999999,True
ORD200515,2023-03-14,C67561,Phone,3,553.52,160 Main St,gift card,Shipped,TRK75900717,4,FREESHIP,Facebook,1660.56,2023,3,1660.56,False
ORD200516,2024-04-07,C47022,Monitor,3,166.99,208 Main St,cash,Returned,TRK28855040,8,no_coupon,Facebook,500.97,2024,4,500.97,False
ORD200517,2024-04-09,C55205,Tablet,4,198.35,943 Main St,cash,Cancelled,TRK88141634,7,FREESHIP,Google,793.4,2024,4,793.4,False
ORD200518,2025-06-13,C30686,Printer,4,403.58,319 Main St,online,Pending,TRK59807273,9,SAVE10,Referral,1614.32,2025,6,1614.32,False
ORD200519,2025-05-10,C71797,Laptop,4,464.29,941 Main St,debit card,Returned,TRK66010667,5,SAVE10,Email,1857.16,2025,5,1857.16,False
ORD200520,2023-03-10,C66332,Monitor,3,635.98,959 Main St,cash,Returned,TRK27063398,5,no_coupon,Referral,1907.94,2023,3,1907.94,False
ORD200521,2024-02-25,C82318,Phone,1,528.06,991 Main St,credit card,Shipped,TRK37534165,2,no_coupon,Facebook,528.06,2024,2,528.06,False
ORD200522,2024-04-20,C66254,Chair,1,515.32,740 Main St,gift card,Cancelled,TRK82843861,1,FREESHIP,Email,515.32,2024,4,515.32,False
ORD200523,2025-02-18,C65083,Desk,4,657.79,652 Main St,credit card,Returned,TRK60937148,6,WINTER15,Google,2631.16,2025,2,2631.16,False
ORD200524,2023-10-25,C44778,Phone,1,153.0,103 Main St,credit card,Returned,TRK92617366,4,no_coupon,Referral,153.0,2023,10,153.0,False
ORD200525,2023-12-03,C54499,Monitor,1,668.48,160 Main St,debit card,Shipped,TRK18061555,1,SAVE10,Email,668.48,2023,12,668.48,False
ORD200526,2024-02-29,C91201,Desk,2,46.5,837 Main St,cash,Returned,TRK63526023,7,WINTER15,Google,93.0,2024,2,93.0,False
ORD200527,2024-08-19,C27202,Chair,5,653.47,967 Main St,credit card,Cancelled,TRK75406128,10,SAVE10,Referral,3267.35,2024,8,3267.3500000000004,True
ORD200528,2025-02-26,C32011,Chair,1,628.89,686 Main St,credit card,Returned,TRK70997744,2,SAVE10,Referral,628.89,2025,2,628.89,False
ORD200529,2024-04-07,C21181,Tablet,2,675.1,938 Main St,cash,Pending,TRK50363421,4,FREESHIP,Google,1350.2,2024,4,1350.2,False
ORD200530,2024-07-18,C98450,Chair,4,89.41,613 Main St,online,Pending,TRK14809530,9,no_coupon,Google,357.64,2024,7,357.64,False
ORD200531,2024-07-02,C64502,Desk,5,320.01,722 Main St,gift card,Delivered,TRK14914388,6,no_coupon,Referral,1600.05,2024,7,1600.05,False
ORD200532,2025-05-03,C47365,Laptop,2,41.0,369 Main St,online,Delivered,TRK42207882,7,no_coupon,Email,82.0,2025,5,82.0,False
ORD200533,2023-03-05,C66349,Desk,1,565.85,715 Main St,gift card,Returned,TRK63550793,1,FREESHIP,Facebook,565.85,2023,3,565.85,False
ORD200534,2024-06-06,C73289,Chair,3,648.59,906 Main St,debit card,Cancelled,TRK70872738,4,SAVE10,Email,1945.77,2024,6,1945.77,False
ORD200535,2024-07-24,C48649,Monitor,3,68.12,332 Main St,online,Cancelled,TRK45821445,3,FREESHIP,Email,204.36,2024,7,204.36,False
ORD200536,2024-06-09,C18724,Chair,1,616.1,124 Main St,cash,Returned,TRK52508861,6,no_coupon,Email,616.1,2024,6,616.1,False
ORD200537,2025-03-23,C68553,Tablet,3,247.47,385 Main St,online,Delivered,TRK58218971,4,SAVE10,Facebook,742.41,2025,3,742.41,False
ORD200538,2024-05-24,C61280,Phone,3,490.74,100 Main St,cash,Shipped,TRK95487711,3,WINTER15,Email,1472.22,2024,5,1472.22,False
